STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20210517-1230-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.22985115,-79.45349463,5010005,Clarion,0501000509,050100050903,Deer_Creek-Clarion_River,Clarion,2021,5,17,Freestone,"6-Dframe_Composite,_200_subsample",75.8785,NA,19,16,13,5,4,29,23,2.64,2.06,76.2,0,15,13,12,16,17,12,14,15,8,18,18,18,176,1.1,<25_standardizations,75.89795522,62.84592971,67.78144895,19,13,29,2.635514019,2.062853628,76.1682243,214,15,8,12,0.234741784,1.867536873,61.03286385,213,15,11,20,2.262910798,1.867536873,76.05633803,213,20210517-1230-jagrassi_Watershe,35.84207279,58.94509562,5.212831585,0,NA
20210517-1240-drebuck,Oswayo_Creek,41.92066854,-78.01534568,05010001,Upper_Allegheny,0501000102,050100010202,Clara_Creek-Oswayo_Creek,Potter,2021,5,17,Freestone,"6-Dframe_Composite,_200_subsample",77.6406,NA,28,20,18,6,10,27,31,3.68,2.64,38,1,15,15,15,16,14,13,15,18,16,15,14,11,177,19.2,<25_standardizations,77.66069718,58.28141225,62.70943599,28,18,27,3.677884615,2.643326446,37.98076923,208,21,9,9,1.009615385,2.360173327,18.26923077,208,21,13,19,4.173076923,2.360173327,33.65384615,208,20210517-1240-drebuck_Watershed,2.843403341,88.40233884,8.293411538,0.460846281,NA
20210517-1430-drebuck,Oswayo_Creek,41.92231117,-78.00918596,05010001,Upper_Allegheny,0501000102,050100010202,Clara_Creek-Oswayo_Creek,Potter,2021,5,17,Freestone,"6-Dframe_Composite,_200_subsample",77.4988,NA,29,17,16,1,11,28,30,3.64,2.7,39.2,4.2,17,16,16,18,16,16,15,18,12,17,17,16,194,19.2,<25_standardizations,77.48732177,53.48589405,53.18986674,29,16,28,3.636792453,2.698600945,39.1509434,212,18,5,12,0.947867299,2.369125081,11.84834123,211,18,9,13,4.559241706,2.369125081,27.96208531,211,20210517-1430-drebuck_Watershed,2.849887649,88.39218838,8.317652862,0.440271105,NA
20210518-0930-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.2646672,-79.47309196,5010005,Clarion,0501000509,050100050903,Deer_Creek-Clarion_River,Clarion,2021,5,18,Freestone,"6-Dframe_Composite,_200_subsample",51.5855,NA,10,7,6,3,1,12,10,2.8,0.78,95.9,0,16,14,13,14,17,14,14,14,15,17,17,18,183,0.2,<25_standardizations,53.80363805,52.69784352,53.20217481,10,6,12,2.797235023,0.775419584,95.85253456,217,8,5,3,0.11627907,0.658499603,95.34883721,215,8,5,12,1.925581395,0.658499603,96.74418605,215,20210518-0930-jagrassi_Watershe,0.753012048,77.86144578,21.38554217,0,NA
20210518-0945-jadetweile,Little_Plum_Creek,40.50299542,-79.71833161,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,18,Freestone,"6-Dframe_Composite,_200_subsample",41.4586,NA,21,6,5,2,0,6,12,5.1,1.56,23.7,2.6,11,18,11,11,10,14,18,17,10,13,10,10,153,1,<25_standardizations,41.464741,45.90325465,40.53468063,21,5,6,5.103092784,1.561701899,23.71134021,194,18,5,9,2.989690722,1.507589088,26.80412371,194,18,5,7,4.927835052,1.507589088,24.22680412,194,20210518-0945-jadetweile_Waters,28.33448514,57.25639254,14.40912232,0,NA
20210518-1030-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.25566779,-79.47012948,05010005,Clarion,0501000509,050100050903,Deer_Creek-Clarion_River,Clarion,2021,5,18,Freestone,"6-Dframe_Composite,_200_subsample",79.9336,NA,26,18,14,5,7,29,26,3.09,2.55,64.6,0,14,13,12,14,14,12,15,15,14,16,16,16,171,0.6,<25_standardizations,79.9427783,66.3035598,74.25832166,26,14,29,3.090909091,2.552114455,64.59330144,209,21,8,12,0.804878049,2.408028282,53.17073171,205,21,13,23,2.726829268,2.408028282,66.82926829,205,20210518-1030-jagrassi_Watershe,15.19910264,42.84913068,41.95176669,0,NA
20210518-1045-jadetweile,Plum_Creek,40.48451843,-79.77100936,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,18,Freestone,"6-Dframe_Composite,_200_subsample",22.2155,NA,12,4,1,4,0,0,4,5.96,1.18,0.5,5,15,16,10,15,12,5,15,10,13,15,10,7,143,2.4,<25_standardizations,22.21938066,28.64218075,21.56504225,12,1,0,5.955,1.178922838,0.5,200,11,2,0,3.375,1.171991366,4.5,200,11,1,0,5.96,1.171991366,0,200,20210518-1045-jadetweile_Waters,58.66500829,36.25621891,5.078772803,0,NA
20210519-0732-dushull,Toms_Run,40.03390223,-77.30413921,02050305,Lower_Susquehanna-Swatara,0205030505,020503050503,Mountain_Creek,Cumberland,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",88.2358,NA,32,23,18,8,11,36,35,3.36,2.8,53.4,1,15,16,12,16,15,15,16,17,17,17,17,16,189,3.9,<25_standardizations,88.25117576,60.70297239,64.54218187,32,18,36,3.355769231,2.802313096,53.36538462,208,22,10,9,0.576923077,2.402202858,17.78846154,208,22,12,25,4.038461538,2.402202858,28.84615385,208,20210519-0732-dushull_Watershed,3.706469984,96.0694613,0,0.224068714,NA
20210519-0906-dushull,Birch_Run,39.9512357,-77.44319131,02070004,Conococheague,0207000408,020700040802,Headwaters_Conococheague_Creek,Adams,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",62.5725,NA,18,10,9,5,2,16,18,3.1,2.3,55.7,0,19,20,18,18,20,20,20,19,20,20,18,18,230,3.5,<25_standardizations,62.5629957,54.98848505,56.90495523,18,9,16,3.103773585,2.301011525,55.66037736,212,14,7,6,0.521327014,1.995252096,40.75829384,211,14,9,15,3.227488152,1.995252096,49.76303318,211,20210519-0906-dushull_Watershed,5.200233281,94.55676516,0.165241058,0.077760498,NA
20210519-0915-jadetweile,Unnamed__Tributary_to_Plum_Creek,40.51094711,-79.82851576,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",38.9711,NA,14,8,5,4,2,12,10,6.01,1.89,15.4,24.9,18,19,17,18,10,10,19,15,12,11,6,6,161,1,<25_standardizations,38.88556013,45.40805506,38.90047535,14,5,12,6.054726368,1.890329073,15.42288557,201,13,5,3,1.475,1.868276652,24,200,13,5,13,5.96,1.868276652,15.5,200,20210519-0915-jadetweile_Waters,45.435319,53.47197744,1.09270356,0,NA
20210519-1008-dushull,Knob_Run,39.95129114,-77.44425681,02070004,Conococheague,0207000408,020700040802,Headwaters_Conococheague_Creek,Adams,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",61.6585,NA,16,7,7,5,0,15,17,2.47,1.77,76.4,0.5,20,20,16,20,20,20,20,20,18,20,18,20,232,1.2,<25_standardizations,61.67107617,55.90102205,57.7484563,16,7,15,2.471153846,1.771124832,76.44230769,208,12,6,3,0.315533981,1.691776704,68.44660194,206,12,7,12,2.276699029,1.691776704,73.78640777,206,20210519-1008-dushull_Watershed,0.059136606,99.94086339,0,0,NA
20210519-1030-jagrassi,Neshannock_Creek,40.99659249,-80.34634083,05030102,Shenango,0503010205,050301020507,Hottenbaugh_Run-Neshannock_Creek,Lawrence,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",NA,63.0295,19,14,11,5,8,4,14,3.9,2.51,36.3,1,13,17,9,13,12,15,17,17,15,14,14,13,169,270,>50_std,62.9905331,49.55045786,50.92856653,19,11,4,3.901960784,2.505214539,36.2745098,204,14,3,3,0.588235294,2.138707194,6.37254902,204,14,6,1,4.004901961,2.138707194,38.23529412,204,20210519-1030-jagrassi_Watershe,12.15486508,44.91536477,39.69682038,3.23294977,NA
20210519-1200-jagrassi,Hottenbaugh_Run,41.03934355,-80.29108606,5030102,Shenango,0503010205,050301020507,Hottenbaugh_Run-Neshannock_Creek,Lawrence,2021,5,19,Freestone,"6-Dframe_Composite,_200_subsample",60.4801,NA,21,13,9,5,6,15,18,3.39,2.18,46.2,0.4,16,16,15,17,15,16,17,16,16,15,14,14,187,13.1,<25_standardizations,60.48056021,48.0962795,54.23505112,21,9,15,3.394957983,2.181186896,46.21848739,238,17,5,3,0.627705628,2.012901259,14.28571429,231,17,8,11,3.744588745,2.012901259,46.75324675,231,20210519-1200-jagrassi_Watershe,9.17092561,28.44974446,59.51164111,2.867688813,NA
20210520-0900-jagrassi,Little_Neshannock_Creek,41.08721648,-80.3172215,05030102,Shenango,0503010205,050301020506,Little_Neshannock_Creek,Lawrence,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",NA,59.319,23,11,9,3,7,6,15,4.52,2.44,22.7,2.2,16,14,15,15,17,16,16,16,16,16,15,15,187,50.6,>50_std,59.28084681,54.30863153,50.29094132,23,9,6,4.524444444,2.436743586,22.66666667,225,17,3,3,0.602678571,2.172794098,18.30357143,224,17,6,3,4.558035714,2.172794098,27.67857143,224,20210520-0900-jagrassi_Watershe,11.40585037,40.30062473,44.59755978,3.695965116,NA
20210520-0930-jagrassi,Neshannock_Creek,41.08566336,-80.31122334,05030102,Shenango,0503010205,050301020504,Pine_Run-Neshannock_Creek,Lawrence,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",NA,70.9558,21,14,11,5,6,12,18,3.64,2.38,40,0.8,17,17,14,17,16,16,15,17,16,14,15,14,188,187.5,>50_std,70.97102158,55.20915137,54.2673266,21,11,12,3.6375,2.381578109,40,240,15,5,6,0.292887029,1.973167157,10.46025105,239,15,6,4,3.845188285,1.973167157,42.67782427,239,20210520-0930-jagrassi_Watershe,10.67233071,46.89432608,39.10143687,3.331906346,NA
20210520-1015-drebuck,Pine_Creek,40.86201218,-77.45966217,02050301,Lower_Susquehanna-Penns,0205030102,020503010202,Voneida_Run-Pine_Creek,Centre,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",NA,92.3671,38,23,18,10,12,30,34,3.68,2.95,42.2,7.3,17,16,14,16,18,15,13,18,15,16,15,14,187,92.2,>50_std,104.8262586,55.20915137,54.2673266,38,18,30,3.678899083,2.954124337,42.20183486,218,15,5,6,0.292887029,1.973167157,10.46025105,239,15,6,4,3.845188285,1.973167157,42.67782427,239,20210520-1015-drebuck_Watershed,5.409693851,65.85575633,28.0991184,0.635431419,NA
20210520-1030-jagrassi,West_Branch_Little_Neshannock_Creek,41.13586232,-80.31976823,05030102,Shenango,0503010205,050301020505,West_Branch_Little_Neshannock_Creek,Mercer,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",56.53,NA,24,13,11,5,6,9,18,4.33,2.33,28.3,1.3,14,14,15,14,16,13,16,14,16,16,16,16,180,17.3,<25_standardizations,56.52700314,52.37926262,52.98087863,24,11,9,4.329166667,2.328076166,28.33333333,240,20,6,6,1.276150628,2.214789128,17.9916318,239,20,10,6,4.29707113,2.214789128,34.72803347,239,20210520-1030-jagrassi_Watershe,9.418837675,41.31758663,47.02609102,2.237484678,NA
20210520-1100-jadetweile,Turtle_Creek,40.41231168,-79.72745807,05020005,Lower_Monongahela,0502000507,050200050701,Haymakers_Run-Turtle_Creek,Allegheny,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",15.3038,16.383,8,2,1,0,2,0,4,8.17,1.12,0.5,55.4,12,13,12,18,11,10,15,15,13,13,10,9,151,41.8,<25_standardizations,15.33043235,27.66212215,13.67706624,8,1,0,8.169230769,1.123862851,0.512820513,195,7,0,0,1.384615385,1.10192908,0,195,7,0,0,8.18974359,1.10192908,0,195,20210520-1100-jadetweile_Waters,39.26216117,51.72570119,8.980489098,0.031648547,NA
20210520-1200-jadetweile,Turtle_Creek,40.41040451,-79.72360854,05020005,Lower_Monongahela,0502000507,050200050701,Haymakers_Run-Turtle_Creek,Allegheny,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",12.1591,13.1903,6,1,0,0,1,1,2,8.57,0.97,0.5,65.1,11,13,14,16,13,11,18,15,12,14,16,16,169,41.8,<25_standardizations,12.13398402,27.25090199,11.58453164,6,0,1,8.56744186,0.965992974,0.465116279,215,6,0,0,0.953488372,0.965992974,0,215,6,0,0,8.576744186,0.965992974,0,215,20210520-1200-jadetweile_Waters,39.61077695,51.62466239,8.733906646,0.030654007,NA
20210520-1230-jagrassi,Potter_Run,41.10790596,-80.26256374,05030102,Shenango,0503010205,050301020504,Pine_Run-Neshannock_Creek,Lawrence,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",58.4703,NA,21,15,12,5,5,17,22,4.37,2.11,30.5,0,17,14,14,16,17,12,16,14,14,17,18,18,187,5.6,<25_standardizations,58.46170902,51.68900522,50.49798634,21,12,17,4.373390558,2.110646592,30.472103,233,17,7,9,0.952380952,2.005930522,13.85281385,231,17,10,11,4.61038961,2.005930522,28.13852814,231,20210520-1230-jagrassi_Watershe,7.775178527,45.11204137,46.57104162,0.541738488,NA
20210520-1300-drebuck,Penns_Creek,40.85067304,-77.45621,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,5,20,Freestone,"6-Dframe_Composite,_200_subsample",NA,85.4166,30,18,15,5,12,21,26,4.18,2.78,30.4,4,17,17,13,18,17,15,16,18,14,17,17,15,194,183.8,>50_std,85.41816209,55.94058454,63.20348888,30,15,21,4.178571429,2.781513408,30.35714286,224,20,4,3,1.058558559,2.293730028,15.76576577,222,20,9,12,4.5,2.293730028,29.72972973,222,20210520-1300-drebuck_Watershed,6.646684555,62.62868207,29.88341497,0.841218401,NA
20210524-0604-mshank,Cherry_Run,40.86904035,-77.33749545,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,5,24,Freestone,"6-Dframe_Composite,_200_subsample",86.3261,NA,28,18,16,5,6,35,33,2.91,2.82,59.8,1,18,19,18,17,20,19,18,19,19,20,20,18,225,2.8,<25_standardizations,86.30689424,64.66369446,69.47237135,28,16,35,2.906862745,2.815429788,59.80392157,204,22,9,15,0.980392157,2.562872323,28.43137255,204,22,13,23,3.37254902,2.562872323,42.15686275,204,20210524-0604-mshank_Watershed_,4.340168575,95.63467103,0.025160398,0,NA
20210524-0801-mshank,Bear_Run,40.89922405,-77.27127291,02050301,Lower_Susquehanna-Penns,0205030104,020503010404,Laurel_Run,Union,2021,5,24,Freestone,"6-Dframe_Composite,_200_subsample",85.7208,NA,28,17,15,3,8,32,32,2.75,2.9,65,0.5,19,20,20,19,20,19,20,18,19,20,20,18,232,3.3,<25_standardizations,85.95106008,62.75681242,66.84241947,28,15,32,2.745,2.8977361,65,200,19,8,15,0.653266332,2.591678797,26.63316583,199,19,12,20,3.417085427,2.591678797,47.2361809,199,20210524-0801-mshank_Watershed_,3.252983852,96.58319682,0.163819331,0,NA
20210524-1110-mshank,Greens_Valley_Stream,40.75672141,-77.58525657,02050304,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Mifflin,2021,5,24,Freestone,"6-Dframe_Composite,_200_subsample",55.3238,NA,13,7,7,3,2,15,14,3.51,1.77,62.8,1,20,19,20,19,20,20,19,18,18,20,20,20,233,2.7,<25_standardizations,55.31178263,49.99791665,52.60750546,13,7,15,3.507537688,1.766615326,62.81407035,199,11,4,3,0.656565657,1.606006615,56.06060606,198,11,7,15,3.373737374,1.606006615,57.57575758,198,20210524-1110-mshank_Watershed_,2.381274523,97.61872548,0,0,NA
20210524-1130-jagrassi,Hunters_Run,41.15102858,-80.22868178,05030102,Shenango,0503010205,050301020504,Pine_Run-Neshannock_Creek,Mercer,2021,5,24,Freestone,"6-Dframe_Composite,_200_subsample",46.5136,NA,18,10,7,5,2,17,16,5.1,1.88,14.2,0,16,10,12,14,18,12,16,16,15,18,18,18,183,7,<25_standardizations,46.49090145,46.40324288,42.47367269,18,7,17,5.099056604,1.877402961,14.1509434,212,17,6,9,2.311320755,1.814352029,11.32075472,212,17,7,12,5.245283019,1.814352029,10.8490566,212,20210524-1130-jagrassi_Watershe,9.151372706,58.14872231,24.80872131,7.891183678,NA
20210525-0800-jagrassi,Neshannock_Creek,41.22426358,-80.2261173,05030102,Shenango,0503010205,050301020503,Otter_Creek,Mercer,2021,5,25,Freestone,"6-Dframe_Composite,_200_subsample",NA,40.5576,17,9,5,2,5,4,10,5.33,1.85,4.8,0.5,15,13,12,15,14,13,13,14,12,16,14,13,164,74.1,>50_std,40.55055898,50.30767142,39.91380825,17,5,4,5.328502415,1.84682435,4.830917874,207,14,3,6,1.1352657,1.73485699,14.97584541,207,14,5,3,5.289855072,1.73485699,14.00966184,207,20210525-0800-jagrassi_Watershe,9.247761239,41.86313193,45.42553432,3.463572512,NA
20210525-0830-jagrassi,Cool_Spring_Creek,41.2236,-80.22515359,05030102,Shenango,0503010205,050301020502,Cool_Spring_Creek,Mercer,2021,5,25,Freestone,"6-Dframe_Composite,_200_subsample",NA,54.2788,17,11,8,3,5,11,14,4.55,2.12,12.2,4.1,16,14,14,16,13,13,12,14,14,15,14,13,168,50.8,>50_std,54.24519848,52.83176217,47.2886288,17,8,11,4.554054054,2.117527427,12.16216216,222,14,4,6,0.247747748,1.783293768,11.26126126,222,14,7,6,4.707207207,1.783293768,19.36936937,222,20210525-0830-jagrassi_Watershe,10.74702978,50.04950361,35.63785059,3.565616015,NA
20210525-1000-jagrassi,Neshannock_Creek,41.15791042,-80.22501788,05030102,Shenango,0503010205,050301020504,Pine_Run-Neshannock_Creek,Mercer,2021,5,25,Freestone,"6-Dframe_Composite,_200_subsample",NA,67.7226,20,13,11,3,8,9,17,3.49,2.22,40.6,0,17,15,14,15,16,13,14,16,15,16,15,15,181,153.6,>50_std,67.68928134,59.65866705,59.74763912,20,11,9,3.488479263,2.215654261,40.55299539,217,15,4,6,0.368663594,1.913179527,34.56221198,217,15,8,6,3.557603687,1.913179527,48.84792627,217,20210525-1000-jagrassi_Watershe,11.22856053,47.34458212,37.82756,3.599297345,NA
20210525-1145-jeremmille,Stony_Creek,40.57578412,-76.06923614,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Berks,2021,5,25,Freestone,"6-Dframe_Composite,_200_subsample",90.1773,NA,25,18,16,6,5,41,34,1.96,2.74,72.8,0,19,20,18,18,19,19,19,20,16,18,20,20,226,3.7,<25_standardizations,91.4862522,68.4440999,77.96750903,25,16,41,1.958525346,2.737954883,72.81105991,217,21,10,15,0.391705069,2.670234571,36.40552995,217,21,14,26,2.377880184,2.670234571,63.13364055,217,20210525-1145-jeremmille_Waters,0,100,0,0,NA
20210601-0916-mshank,Laurel_Creek,40.7636875,-77.59393294,02050301,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Centre,2021,6,1,Freestone,"6-Dframe_Composite,_200_subsample",92.9333,NA,29,22,18,6,9,36,34,2.4,2.81,74.6,0,19,19,17,19,20,17,20,19,19,20,20,19,228,2.5,<25_standardizations,92.92792908,62.5676866,70.44339765,29,18,36,2.397129187,2.806675777,74.64114833,209,21,9,12,0.526315789,2.556682014,22.48803828,209,21,13,22,3.153110048,2.556682014,49.76076555,209,20210601-0916-mshank_Watershed_,5.60965574,91.33177891,0.384035112,2.674530243,NA
20210603-1040-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.62128001,-75.58205458,02040106,Lehigh,0204010606,020401060602,Lower_Jordan_Creek,Lehigh,2021,6,3,Freestone,"6-Dframe_Composite,_200_subsample",29.4396,NA,14,3,1,1,1,4,6,5.38,1.69,2,4.4,11,11,14,11,16,11,18,13,13,16,11,12,157,0.5,<25_standardizations,29.41746643,34.16394616,23.44135088,14,1,4,5.382352941,1.688341876,1.960784314,204,11,1,3,1.373239437,1.466812565,0.704225352,142,11,1,4,7.007042254,1.466812565,2.816901408,142,20210603-1040-tdaley_Watershed_,0.657894737,69.73684211,26.97368421,2.631578947,NA
20210603-1155-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61754391,-75.58016501,02040106,Lehigh,0204010606,020401060602,Lower_Jordan_Creek,Lehigh,2021,6,3,Freestone,"6-Dframe_Composite,_200_subsample",34.6166,NA,15,6,3,3,1,7,9,5.71,2,4.4,4.4,14,16,15,11,15,15,19,14,16,16,14,13,178,0.5,<25_standardizations,34.59557503,41.74571739,31.85366744,15,3,7,5.709359606,1.99502395,4.433497537,203,14,3,6,1.450777202,1.891886557,4.14507772,193,14,3,6,6.264248705,1.891886557,4.14507772,193,20210603-1155-tdaley_Watershed_,45.16358464,18.77667141,35.84637269,0.213371266,NA
20210603-1240-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61648287,-75.57885841,02040106,Lehigh,0204010606,020401060602,Lower_Jordan_Creek,Lehigh,2021,6,3,Freestone,"6-Dframe_Composite,_200_subsample",39.5555,NA,14,7,5,3,2,11,13,5.12,1.86,12.2,0,10,10,15,12,13,12,18,10,12,12,12,11,147,0.5,<25_standardizations,39.53096077,41.42705458,37.6603695,14,5,11,5.121827411,1.857021613,12.18274112,197,13,3,6,1.855670103,1.805682695,11.8556701,194,13,5,9,5.231958763,1.805682695,12.37113402,194,20210603-1240-tdaley_Watershed_,46.14220877,18.15431165,35.47655068,0.226928896,NA
20210603-1320-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61668605,-75.57908686,02040106,Lehigh,0204010606,020401060602,Lower_Jordan_Creek,Lehigh,2021,6,3,Freestone,"6-Dframe_Composite,_200_subsample",19.3946,NA,8,1,0,1,0,0,1,6.3,1.33,0,10.1,13,14,15,13,20,12,18,14,17,18,14,15,183,0.5,<25_standardizations,19.39842238,30.89983047,16.33472846,8,0,0,6.299516908,1.330456706,0,207,7,0,0,0.388349515,1.306185625,0,206,7,0,0,7.475728155,1.306185625,0,206,20210603-1320-tdaley_Watershed_,46.11906556,18.31198191,35.34287867,0.226073851,NA
20210608-1040-recope,Curls_Run,40.32011609,-74.9816104,02040105,Middle_Delaware-Musconetcong,0204010509,020401050909,Pidcock_Creek-Delaware_River,Bucks,2021,6,8,Freestone,"6-Dframe_Composite,_200_subsample",15.98,NA,5,0,0,0,0,0,0,5.92,0.87,0,0.5,12,9,9,12,14,8,12,10,10,14,18,18,146,1.9,<25_standardizations,15.96410926,21.08661406,15.9438622,5,0,0,5.916256158,0.865971269,0,203,5,0,0,3.42364532,0.865971269,0,203,5,0,0,5.926108374,0.865971269,0,203,20210608-1040-recope_Watershed_,11.73556868,24.89998095,62.16422176,1.200228615,NA
20210608-1230-recope,Curls_Run,40.3123035,-74.98982226,02040105,Middle_Delaware-Musconetcong,0204010509,020401050909,Pidcock_Creek-Delaware_River,Bucks,2021,6,8,Freestone,"6-Dframe_Composite,_200_subsample",32.7746,NA,15,6,3,3,2,2,8,5.25,2.03,0.5,4.3,10,9,12,12,16,12,13,10,12,14,17,17,154,0.9,<25_standardizations,32.78424945,44.12954915,30.63064865,15,3,2,5.253588517,2.033650626,0.4784689,209,13,2,3,0.579710145,1.992067209,17.87439614,207,13,3,0,5.265700483,1.992067209,0.483091787,207,20210608-1230-recope_Watershed_,18.92732219,32.76331131,45.86086281,2.448503692,NA
20210701-1015-jeremmille,Kettle_Run,40.23600126,-76.34023105,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,7,1,Freestone,"6-Dframe_Composite,_200_subsample",74.2543,NA,26,16,10,7,6,25,26,2.66,2.53,58.6,0,16,18,16,16,17,15,17,11,15,17,17,17,192,0.9,<25_standardizations,74.21602071,63.10042915,64.54508521,26,10,25,2.661904762,2.525089157,58.57142857,210,21,7,9,0.734597156,2.405443866,47.39336493,211,21,9,16,2.834123223,2.405443866,52.13270142,211,20210701-1015-jeremmille_Waters,0.731895223,99.19106317,0.077041602,0,NA
20210701-1215-jeremmille,Stony_Creek,40.57580855,-76.06919755,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Berks,2021,7,1,Freestone,"6-Dframe_Composite,_200_subsample",90.8265,NA,26,22,17,6,9,39,32,1.49,2.4,78.4,0,19,19,18,18,20,16,18,16,16,18,17,19,214,3.7,<25_standardizations,92.06340544,70.46143846,73.90016675,26,17,39,1.492957746,2.396853563,78.40375587,213,20,10,15,0.234741784,2.198292522,61.50234742,213,20,13,23,1.774647887,2.198292522,63.84976526,213,20210701-1215-jeremmille_Waters,0,100,0,0,NA
20210715-1345-tdaley,Unnamed__Tributary_to_Panther_Creek,40.81882266,-75.91753841,02040203,Schuylkill,0204020301,020402030102,Upper_Little_Schuylkill_River,Schuylkill,2021,7,15,Freestone,"6-Dframe_Composite,_200_subsample",70.29,NA,22,10,8,5,2,17,18,2.05,2.37,73.8,3.1,11,11,13,8,15,10,16,9,13,16,15,15,152,1.1,<25_standardizations,70.2733778,59.57873893,64.90004714,22,8,17,2.047120419,2.365379019,73.82198953,191,17,6,6,0.561497326,2.184790624,55.61497326,187,17,8,17,1.994652406,2.184790624,64.17112299,187,20210715-1345-tdaley_Watershed_,2.897130861,87.66969909,8.271518544,1.161651505,NA
20210726-1145-jeremmille,Stony_Creek,40.57568369,-76.06939005,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Berks,2021,7,26,Freestone,"6-Dframe_Composite,_200_subsample",75.419,NA,21,14,11,6,3,28,22,1.83,2.16,69.1,0,19,19,18,20,19,18,20,9,15,18,19,20,214,3.7,<25_standardizations,75.54313997,63.27464605,64.90995464,21,11,28,1.830917874,2.1610453,69.0821256,207,18,7,9,0.144927536,2.047625128,60.38647343,207,18,9,18,2.077294686,2.047625128,59.90338164,207,20210726-1145-jeremmille_Waters,0,100,0,0,NA
20210726-1330-jeremmille,Kettle_Run,40.23613718,-76.3404554,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,7,26,Freestone,"6-Dframe_Composite,_200_subsample",77.726,NA,21,14,10,6,4,26,23,1.55,2.4,82.6,0,17,18,13,15,17,15,18,7,14,16,16,18,184,0.9,<25_standardizations,78.43669947,65.91800646,69.60575298,21,10,26,1.54589372,2.400296304,82.60869565,207,19,7,12,0.168269231,2.353277013,55.76923077,208,19,9,18,1.846153846,2.353277013,69.71153846,208,20210726-1330-jeremmille_Waters,0.695786625,99.22690375,0.077309625,0,NA
